Term,Category,Reasoning,Original_Label,NLD
Neocomian,Geological Time Interval,"The NLD defines the term as a chronostratigraphic unit corresponding to a specific range of geological ages, from approximately 145 to 125 million years ago.",UNIDADE_CRONO,"The Neocomian is a chronostratigraphic unit of the Lower Cretaceous Series that comprises the rock successions deposited during the Berriasian, Valanginian, Hauterivian, and Barremian ages, from approximately 145 to 125 million years ago. This unit corresponds to the main rift phase of the South Atlantic opening and is particularly significant in the Brazilian Pre-Salt province. It encompasses the deposition of the primary source rocks and the initial carbonate reservoir successions."
slip,Geological Contact,"The NLD defines slip as a relative displacement vector between two rock blocks, which is a relational quality describing the contact and movement between these two geological objects.",ESTRUTURA_FISICA,A slip is a relative displacement vector that describes the magnitude and direction of movement between two rock blocks along a fault plane.
sylvite,Earth Material,"The NLD defines sylvite as a solid mineral, which is a natural amount of matter generated by a geological process (evaporation), fitting the definition of an Earth Material.",MINERAIS,"Sylvite is a halide mineral of the evaporite group that is chemically composed of potassium chloride (KCl). It typically forms in thick sedimentary beds resulting from the evaporation of saline waters and is a primary ore of potassium. Sylvite crystallizes in the isometric system, often in association with halite and carnallite."
Neogene,Geological Time Interval,"The NLD defines the term as a 'geologic period' with a specific duration ('spanning from approximately 23.03 to 2.58 million years ago'), which is an instance of a Geological Time Interval.",UNIDADE_CRONO,"The Neogene is a geologic period of the Cenozoic Era that follows the Paleogene and precedes the Quaternary, spanning from approximately 23.03 to 2.58 million years ago. It is the second of the three periods of the Cenozoic Era and is formally subdivided into the Miocene and Pliocene epochs. The corresponding chronostratigraphic unit is the Neogene System."
material,Sediment,"The NLD describes an unconsolidated aggregate of sedimentary particles that is not cemented or lithified, which directly matches the definition of Sediment.",NAO_CONSOLID,"A material is an aggregate of sedimentary particles, such as mineral grains or biogenic fragments, that is not cemented or lithified into a solid rock. It is characterized by being a loose deposit that lacks significant cohesive strength."
Berriasian,Geological Time Interval,"The NLD defines the term as a geologic age and a specific time interval spanning from 145.0 to 139.8 million years ago, which is the definition of a Geological Time Interval.",UNIDADE_CRONO,The Berriasian is a geologic age and its corresponding chronostratigraphic stage that is the earliest subdivision of the Early Cretaceous Epoch. It follows the Tithonian Stage of the Late Jurassic and precedes the Valanginian Stage. This interval spans the time from approximately 145.0 to 139.8 million years ago.
oceanic,site,"The NLD defines a paleoenvironment, which is a three-dimensional immaterial region whose boundaries and characteristics are determined in relation to material entities (e.g., the continental margin), fitting the definition of a site.",PALEOAMBIENTE,"An oceanic paleoenvironment is a deep marine depositional environment that is located seaward of the continental margin, typically in bathyal to abyssal water depths. It is characterized by low-energy conditions dominated by the accumulation of fine-grained pelagic and hemipelagic sediments, such as biogenic oozes and distal turbidites, with minimal direct terrigenous input."
brittle,quality,"The NLD defines the term as a 'mechanical property of a material,' which directly corresponds to the BFO category of a quality that inheres in a bearer.",ESTRUTURA_FISICA,"Brittle is a mechanical property of a material that describes its tendency to fail by fracturing and losing cohesion when subjected to stress, exhibiting little to no permanent ductile strain before rupture."
Tertiary,Geological Time Interval,"The NLD explicitly defines the term as a 'geochronologic unit' and an 'interval of geologic time', which is the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Tertiary is an informal geochronologic unit of the Cenozoic Era that encompasses the Paleogene and Neogene periods. It represents the interval of geologic time between the end of the Cretaceous Period, approximately 66 million years ago, and the beginning of the Quaternary Period, 2.58 million years ago. The corresponding, and also informal, chronostratigraphic unit is the Tertiary System."
collapse,Geological Structure,"The NLD explicitly defines a collapse as a 'geological structure' that results from subsidence, which aligns with the GeoCore definition of a structure as the internal arrangement or configuration of a geological object.",ESTRUTURA_FISICA,"A collapse is a geological structure that is formed by the gravitational subsidence of overlying rock or sediment into a void created by the removal of underlying support. This removal of support is typically caused by processes such as the dissolution of soluble rocks like carbonates and evaporites, magma withdrawal from a chamber, or tectonic extension. The resulting feature is often characterized by a surface depression and internal brecciation."
volcanic,Rock,"The NLD defines the term as a type of igneous rock, which is a solid, consolidated Earth Material, fitting the GeoCore category of Rock.",ROCHA,"A volcanic rock is an igneous rock that forms from the rapid cooling and solidification of magma at or near the Earth's surface. This process typically results in a fine-grained (aphanitic) to glassy texture due to the limited time for crystal growth. Volcanic rocks include lavas, which are effusive, and pyroclastic materials, which are explosive in origin."
discordance,Geological Boundary,"The NLD defines a discordance as a 'stratigraphic surface that separates' rock units, which directly corresponds to the concept of a Geological Boundary.",ESTRUTURA_FISICA,"A discordance is a stratigraphic surface that separates younger strata from older rocks and represents a significant hiatus in the geologic record, resulting from a period of erosion or non-deposition. This physical structure indicates a major geological event and is a key element in sequence stratigraphy and basin analysis. The angular relationship between the layers above and below the surface is used to classify it into different types, such as angular unconformity, disconformity, or nonconformity."
Eoproterozoic,Geological Time Interval,The NLD defines the term as a 'geologic era' that 'spans the interval of geologic time from 2500 to 1600 million years ago'.,UNIDADE_CRONO,The Eoproterozoic is a geologic era that constitutes the earliest subdivision of the Proterozoic Eon. It spans the interval of geologic time from 2500 to 1600 million years ago (Ma). This era is preceded by the Archean Eon and is succeeded by the Mesoproterozoic Era.
Santos Espírito Santo,Depositional System,"The NLD describes a composite province encompassing multiple contiguous basins, which are composed of depositional units, fitting the definition of an object aggregate of mereotopologically linked depositional units.",BACIA,"The Santos Espírito Santo is a composite sedimentary basin province that encompasses the contiguous Santos and Espírito Santo basins along the southeastern Brazilian continental margin. This province is characterized by a shared tectonic evolution related to the opening of the South Atlantic Ocean. It hosts the world's most significant pre-salt petroleum system, containing giant and supergiant carbonate reservoirs of the Aptian sag phase."
playa lake,Depositional System,"The NLD explicitly defines a playa lake paleoenvironment as a 'continental depositional system', which directly corresponds to the selected category.",PALEOAMBIENTE,"A playa lake paleoenvironment is a continental depositional system that develops within an endorheic basin under arid to semi-arid climatic conditions. It is characterized by a shallow, ephemeral lake where high evaporation rates drive the precipitation of evaporites and authigenic carbonates. These chemical sediments are typically interbedded with fine-grained siliciclastics deposited during periods of lacustrine expansion."
celestine,Earth Material,"The NLD defines celestine as a mineral composed of strontium sulfate, which is a natural amount of solid matter generated by geological processes.",MINERAIS,"Celestine is a sulfate mineral that is composed of strontium sulfate (SrSO₄) and serves as the primary natural source of strontium. It commonly occurs in sedimentary rocks, particularly as a diagenetic phase in carbonate successions or in association with evaporite deposits. This mineral crystallizes in the orthorhombic system and is a member of the barite group."
silcretes,Sedimentary Rock,"The NLD defines silcretes as a hard rock formed by the intense cementation of surficial sediments, which aligns with the definition of a Sedimentary Rock.",ROCHA,"Silcretes are a type of duricrust that is formed by the intense cementation of surficial sediments, soils, or weathered bedrock by silica. This silica, typically in the form of microcrystalline quartz, chalcedony, or opal, precipitates from solution within terrestrial weathering profiles. The resulting rock is exceptionally hard and resistant to erosion."
pão de açúcar,Depositional System,"The NLD describes a hydrocarbon field containing multiple reservoirs, which fits the definition of an aggregate of linked depositional units.",CAMPO,"Pão de Açúcar is an offshore hydrocarbon field that is located in the pre-salt section of the Santos Basin and contains significant accumulations of gas, condensate, and light oil. Its main reservoirs are composed of high-quality, Aptian-age lacustrine microbial carbonate rocks. The field represents one of the most important discoveries in the Brazilian pre-salt province."
Cenomanian,Geological Time Interval,"The NLD defines the term as a geochronologic age that spans a specific time from 100.5 to 93.9 million years ago, which is an instance of a Geological Time Interval.",UNIDADE_CRONO,"The Cenomanian is a chronostratigraphic stage of the Upper Cretaceous Series that is the lowermost of its six stages, overlying the Albian Stage and underlying the Turonian Stage. It corresponds to the geochronologic Cenomanian Age, which spans the time from approximately 100.5 to 93.9 million years ago. This stage is globally recognized for a major marine transgression and the deposition of organic-rich source rocks."
Maastrichtian,Geological Time Interval,"The NLD defines the Maastrichtian as a 'geologic age' and a specific period of time within the Global Geological Time, which aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,The Maastrichtian is the final geologic age of the Late Cretaceous Epoch and the uppermost stage of the Upper Cretaceous Series. It follows the Campanian Age and is terminated by the Cretaceous–Paleogene boundary at approximately 66.0 million years ago. The end of this age is marked by the mass extinction event that eliminated the non-avian dinosaurs.
Danian,Geological Time Interval,The NLD explicitly defines the term as a unit that 'spans the time interval from approximately 66.0 to 61.6 million years ago'.,UNIDADE_CRONO,The Danian is the lowest chronostratigraphic stage of the Paleocene Series that comprises all rocks deposited during the earliest age of the Paleocene Epoch. Its base is defined by the iridium-rich layer associated with the Cretaceous-Paleogene (K-Pg) extinction event. This unit spans the time interval from approximately 66.0 to 61.6 million years ago.
bindstone,Sedimentary Rock,"The NLD explicitly defines a bindstone as an 'autochthonous carbonate rock' whose components were bound together, fitting the definition of a sedimentary rock.",ROCHA,"A bindstone is an autochthonous carbonate rock supported by original components that were bound together *in situ* by the action of encrusting organisms. This fabric is distinguished from a framestone by the lack of a rigid, three-dimensional framework, instead being characterized by the layering or encrusting nature of the binding agents such as microbial mats or algae."
sparstone,Sedimentary Rock,"The NLD explicitly defines sparstone as a 'grain-supported carbonate rock that is cemented', which fits the definition of a sedimentary rock.",ROCHA,A sparstone is a grain-supported carbonate rock that is cemented by sparry calcite and is largely free of a primary micrite matrix. This texture is indicative of deposition in a high-energy environment where finer mud was washed away prior to cementation. It is the general term for any sparite-cemented limestone in the Folk classification and is broadly equivalent to a grainstone in the Dunham classification.
Kwanza Congo,Sedimentary Geological Object,"The NLD defines the term as a 'composite sedimentary basin' constituted by 'sedimentary fill', which aligns with the definition of a geological object composed of sedimentary rock or sediment.",BACIA,"The Kwanza-Congo Basin is a composite sedimentary basin located on the West African passive margin, representing the geological conjugate to Brazil's Santos and Campos basins. Its stratigraphy is defined by a prominent Aptian salt layer that divides the sedimentary fill into pre-salt, salt, and post-salt megasequences. The basin is a prolific hydrocarbon province, with significant accumulations in both pre-salt carbonate and post-salt siliciclastic reservoirs."
graben,Geological Object,"The NLD defines a graben as a 'down-dropped block of crust,' which is a rigid entity with its own identity created by a geological process.",BACIA,"A graben is a sedimentary basin formed within an elongated, down-dropped block of crust that is bounded by two or more high-angle normal faults resulting from tectonic extension."
pelotas basins,Depositional Unit,"The NLD describes the Pelotas Basin as a large-scale 'sedimentary basin' and 'sedimentary wedge', which fits the definition of a mappable sedimentary geological object.",BACIA,"The Pelotas Basin is a passive margin sedimentary basin that constitutes the southernmost segment of the Brazilian continental margin, formed during the Early Cretaceous opening of the South Atlantic Ocean. It is bounded by the Florianópolis High to the north and the Polonio High to the south and is characterized by a thick Cenozoic prograding sedimentary wedge. As a frontier petroleum province, its main exploration targets are located in deepwater domains."
packstones grainstones,Sedimentary Rock,"The NLD defines the term as a 'grain-supported carbonate rock' constituted by interstitial material, which directly fits the definition of a rock made from sedimentary grains.",ROCHA,"Packstones grainstones is a grain-supported carbonate rock that is defined by a variable composition of its interstitial material, which ranges from carbonate mud to sparry calcite cement. This term is typically applied to describe rock intervals with significant heterogeneity or those that are texturally transitional between the two distinct Dunham classifications. These rocks often represent deposition in high-energy environments with fluctuating conditions that control the preservation or winnowing of mud."
wackestones packstones,Sedimentary Rock,"The NLD explicitly defines the term as a group of carbonate rocks composed of grains and carbonate mud, which fits the definition of a rock constituted by a collection of sedimentary particles.",ROCHA,"Wackestones and packstones are a group of carbonate rocks that are composed of both grains and carbonate mud, where the grains constitute more than 10% of the rock volume. They are differentiated based on the rock's supporting fabric, being matrix-supported in wackestones and grain-supported in packstones."
Campos Basin,Depositional System,"The NLD describes the basin as a large-scale feature composed of multiple, linked depositional successions, which fits the definition of an object aggregate of depositional units.",BACIA,"The Campos Basin is an offshore sedimentary basin located on the southeastern Brazilian continental margin, formed during the Early Cretaceous rifting of the South Atlantic Ocean. It represents one of Brazil's most important petroleum provinces, hosting giant oil fields in post-salt turbiditic sandstones and pre-salt lacustrine carbonates. Its tectono-stratigraphic evolution is characterized by rift, post-rift, and drift phases, with a prominent Aptian evaporite sequence separating the pre-salt and post-salt successions."
Kwanza Basin,Sedimentary Geological Object,"The NLD defines the term as a 'sedimentary basin', which is a large-scale geological object constituted by sedimentary rocks and sediments.",BACIA,The Kwanza Basin is an Atlantic-type passive margin sedimentary basin that is located on the continental margin of Angola. It formed during the Early Cretaceous rifting of the South Atlantic Ocean and represents the African conjugate margin to the prolific Santos and Campos basins of Brazil. The basin is characterized by a thick Aptian salt layer overlying a proven pre-salt petroleum system with lacustrine carbonate reservoirs.
Aratu,Geological Time Interval,"The NLD defines Aratu as a 'local stage' within a chronostratigraphic framework, which is a type of geological time interval.",UNIDADE_CRONO,"Aratu is a local stage of the Lower Cretaceous in the Brazilian chronostratigraphic framework that constitutes the upper part of the Rio da Serra Superstage. It is positioned above the Buracica Stage and below the Jiquiá Stage, being broadly correlative to the Barremian Stage of the international geologic time scale."
Cyprideis,Geological Object,"The NLD defines Cyprideis as a microfossil, which is a rigid, identifiable entity generated by the geological process of fossilization.",FOSSEIS,"Cyprideis is a genus of ostracod microfossil that serves as a key paleoenvironmental and biostratigraphic indicator in lacustrine to marginal marine deposits. Its valve morphology and geochemistry are widely used as proxies for paleosalinity, making it a fundamental tool for characterizing the Aptian carbonate successions of the Brazilian Pre-Salt."
flint,Sedimentary Rock,"The definition explicitly states that flint is a 'hard, dense sedimentary rock composed of cryptocrystalline quartz'.",ROCHA,"Flint is a variety of chert that is a hard, dense sedimentary rock composed of cryptocrystalline quartz. It typically occurs as dark-colored nodules or masses within chalk or marly limestone and is characterized by a prominent conchoidal fracture."
chalks,Sedimentary Rock,"The NLD defines chalk as a type of limestone composed of skeletal remains, which fits the definition of a rock constituted by a collection of sedimentary particles.",ROCHA,"Chalk is a soft, porous, and very fine-grained limestone that is composed predominantly of the microscopic calcite skeletal remains of pelagic microorganisms, primarily coccolithophores."
travertine carbonates,Sedimentary Rock,The NLD explicitly defines the term as a 'type of non-marine carbonate rock' formed through depositional processes like precipitation.,ROCHA,"Travertine carbonates are a type of non-marine carbonate rock that is formed by the rapid, often biotically-mediated, precipitation of calcium carbonate from supersaturated alkaline waters. This deposition typically occurs in terrestrial settings such as hot springs or in shallow, alkaline lacustrine systems, like those of the Brazilian Pre-Salt. The resulting rock is characteristically porous and crystalline, often exhibiting fibrous, laminated, or shrub-like (dendritic) fabrics."
ESP,Geological Object,"The NLD describes a sedimentary basin, which is a large-scale physical entity formed by geological processes, fitting the definition of a Geological Object.",BACIA,The Espírito Santo Basin is a sedimentary basin on the southeastern Brazilian passive margin that was formed during the Early Cretaceous opening of the South Atlantic Ocean. This basin is a prolific hydrocarbon province characterized by significant accumulations in pre-salt lacustrine carbonates and post-salt deepwater siliciclastic reservoirs.
Espirito Santo,Depositional System,"The NLD describes the term as a sedimentary basin, which is a large-scale aggregate of mereotopologically linked depositional units like siliciclastics and carbonate sequences.",BACIA,The Espírito Santo Basin is a passive margin sedimentary basin located on the eastern Brazilian continental margin that was formed during the Early Cretaceous opening of the South Atlantic. This prolific hydrocarbon province is characterized by significant petroleum systems within post-salt deep-water siliciclastics and the highly productive pre-salt sag sequence. Its pre-salt section is renowned for its lacustrine source rocks and microbial carbonate reservoirs.
pluvial,Geological Time Interval,"The NLD defines the term as a 'climatic interval', which directly corresponds to a temporal region within which specific geological processes take place.",PALEOAMBIENTE,"A pluvial paleoenvironment is a terrestrial paleoenvironment that is characterized by a climatic interval of increased effective moisture, resulting in the formation or expansion of lacustrine and fluvial systems, particularly in regions that are otherwise arid or semi-arid."
sphalerite,Earth Material,"The NLD defines sphalerite as a mineral and a rock constituent, which fits the definition of Earth Material as a natural amount of matter generated by a geological process.",ROCHA,"Sphalerite is a sulfide mineral with the chemical formula (Zn,Fe)S that constitutes the most important ore of zinc. As a rock constituent, it is characteristic of hydrothermal ore deposits, including veins, skarns, and carbonate-hosted systems, where it is often associated with galena."
Silurian,Geological Time Interval,"The NLD defines the term as a 'geologic period' with a specific start and end time in millions of years ago, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Silurian is a geologic period of the Paleozoic Era that extends from the end of the Ordovician Period, about 443.8 million years ago, to the beginning of the Devonian Period, about 419.2 million years ago. This period is marked by the stabilization of Earth's climate following a major glaciation and the first widespread colonization of land by vascular plants. The chronostratigraphic unit corresponding to this period is the Silurian System."
moldic,Sedimentary Facies,"The NLD describes a specific type of porosity that preserves the shape of a dissolved grain, which is a visual pattern of properties used to define a facies.",ESTRUTURA_FISICA,"Moldic porosity is a type of fabric-selective secondary porosity that is created by the complete dissolution of a primary depositional component, such as a bioclast or ooid. The resulting pore space preserves the external shape of the dissolved grain. This type of porosity is common in carbonate rocks and contributes significantly to reservoir quality."
Devonian,Geological Time Interval,"The NLD explicitly defines the term as corresponding to the Devonian Period, which is an interval of geologic time.",UNIDADE_CRONO,"The Devonian is a chronostratigraphic system of the Paleozoic Erathem that overlies the Silurian System and is overlain by the Carboniferous System. It comprises all rock strata deposited during the Devonian Period, an interval of geologic time extending from approximately 419.2 to 358.9 million years ago. This system is characterized by the first significant adaptive radiation of life on dry land and the beginning of the ""Age of Fishes""."
Ordovician,Geological Time Interval,"The NLD defines the term as a geologic period that spans a specific range of time, which is the definition of a Geological Time Interval.",UNIDADE_CRONO,The Ordovician is the second geologic period of the Paleozoic Era that follows the Cambrian Period and precedes the Silurian Period. It spans the time between approximately 485.4 and 443.8 million years ago. This period is marked by a major adaptive radiation of marine life and concludes with a significant mass extinction event.
Permian,Geological Time Interval,"The NLD defines the term as a geologic period that extends from 298.9 to 251.9 million years ago, which is an instance of a Geological Time Interval.",UNIDADE_CRONO,"The Permian is the final geologic period of the Paleozoic Era that extends from 298.9 to 251.9 million years ago, following the Carboniferous and preceding the Triassic. This period is marked by the assembly of the supercontinent Pangea and concludes with the most severe mass extinction event in Earth's history. The corresponding chronostratigraphic unit, comprising all rocks formed during this time, is the Permian System."
Santonian-Campanian,Geological Time Interval,"The NLD explicitly defines the term as a geochronologic unit that represents an 'interval of geologic time', which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Santonian-Campanian is a geochronologic unit that represents the interval of geologic time spanning the Santonian and Campanian Ages of the Late Cretaceous Epoch. This unit succeeds the Coniacian Age and precedes the Maastrichtian Age, corresponding approximately to the time between 86.3 and 72.1 million years ago. The corresponding chronostratigraphic unit, which encompasses all rocks formed during this time, is referred to as the Santonian-Campanian Stage."
bitumen,Earth Material,"The NLD defines bitumen as a 'hydrocarbon substance' and 'material' generated by a geological process (thermal maturation), which directly aligns with the definition of an Earth Material.",MINERAIS,"Bitumen is a hydrocarbon substance that is generated from the thermal maturation of kerogen in source rocks. It represents the fraction of organic matter soluble in organic solvents, distinguishing it from insoluble kerogen. This material can migrate to form oil and gas accumulations or remain as a solid residue plugging rock porosity."
breccia,Sedimentary Rock,"The NLD defines breccia as a clastic rock composed of cemented fragments, which directly aligns with the definition of a rock constituted by a collection of sedimentary grains.",MINERAIS,"A breccia is a clastic rock that is composed of large, angular fragments of minerals or pre-existing rocks cemented together in a finer-grained matrix."
Camboriú,Geological Object,"The NLD defines the term as a 'lithostratigraphic formation' and a 'unit', which is a distinct body of rock with its own identity, fitting the definition of a Geological Object.",UNIDADE_LITO,"Camboriú is a lithostratigraphic formation of the Guaratiba Group that is composed predominantly of basic volcanic and volcaniclastic rocks deposited during the Early Cretaceous rift phase of the Santos Basin. This unit typically constitutes the base of the pre-salt succession, overlying the crystalline basement and underlying the Piçarras Formation."
fissure,Geological Structure,"The NLD defines a fissure as an 'extensive fracture in a rock body,' which is a type of internal arrangement or configuration of a geological object.",ESTRUTURA_FISICA,A fissure is an extensive fracture in a rock body that is characterized by the separation of its walls with negligible shear displacement. This tensional opening typically forms a channel that can act as a primary conduit for the circulation of fluids.
fissure ridge,Geological Object,"The NLD defines it as a 'volcanic landform,' which is a physical entity with its own identity and unity created by a geological process.",ESTRUTURA_FISICA,"A fissure ridge is a linear volcanic landform that is formed by the accumulation of spatter, scoria, or lava erupted from an underlying linear volcanic fissure. This structure commonly marks the surface expression of a feeder dike and typically consists of two low, parallel ridges flanking the central vent."
Aptian Barra Velha,Geological Time Interval,"The NLD explicitly defines the term as a 'chronostratigraphic interval' and 'the time' during which deposition occurred, matching the definition of a time interval.",UNIDADE_CRONO,The Aptian Barra Velha is a local chronostratigraphic interval that corresponds to the time during the Aptian age when the unique lacustrine carbonate successions of the Barra Velha Formation were deposited. This interval represents a key period of reservoir development within the sag phase of the Santos and Campos basins.
pre alagoas,Geological Time Interval,The NLD explicitly defines the term as a chronostratigraphic unit that comprises a specific geological time interval.,UNIDADE_CRONO,"The Pre-Alagoas is an informal chronostratigraphic unit that comprises the geological time interval preceding the Alagoas Stage, broadly equivalent to the Neocomian-Barremian ages. This unit represents the syn-rift tectono-stratigraphic phase responsible for the formation of the Brazilian marginal basins. It is characterized by the deposition of continental clastic successions and the lacustrine carbonate reservoirs of the Pre-Salt section."
truncations,Sedimentary Structure,"The NLD defines it as a 'physical geologic structure' representing the termination of strata, which aligns with a pattern of the internal arrangement of Depositional Units.",ESTRUTURA_FISICA,"A truncation is a physical geologic structure that represents the termination of pre-existing strata, seismic reflectors, or other rock bodies against a younger surface, such as an unconformity or a fault."
Campos Santos,Geological Object,"The NLD defines the term as a 'geological province' comprising sedimentary basins, which fits the definition of a rigid entity generated by geological processes.",BACIA,"Campos Santos is a geological province on the southeastern Brazilian passive margin that comprises the contiguous Campos and Santos sedimentary basins. This province is Brazil's most prolific hydrocarbon-producing region, hosting the world-class Pre-Salt petroleum system. The Pre-Salt system is characterized by extensive microbial and lacustrine carbonate reservoirs deposited in a sag phase during the Early Cretaceous."
Aptian Alagoas,Geological Time Interval,"The NLD defines the term as a 'local chronostratigraphic superstage' that corresponds to the 'Aptian Age,' which is a specific interval of geological time.",UNIDADE_CRONO,The Aptian Alagoas is a local chronostratigraphic superstage of the Brazilian stratigraphic chart that comprises all rocks formed during the Aptian Age of the Early Cretaceous. This unit encompasses the transition from the rift to the sag phase in Brazilian marginal basins. It is particularly significant as it contains the main source rocks and the microbial carbonate reservoirs of the Pre-Salt succession.
Tithonian,Geological Time Interval,The NLD explicitly defines the term as a chronostratigraphic stage that spans a specific time interval from approximately 152.1 to 145.0 million years ago.,UNIDADE_CRONO,"The Tithonian is the final chronostratigraphic stage of the Upper Jurassic Series that follows the Kimmeridgian Stage and precedes the Berriasian Stage of the Lower Cretaceous. It is the rock-record equivalent of the Tithonian Age, the final age of the Late Jurassic Epoch. This unit spans the time interval from approximately 152.1 to 145.0 million years ago."
Jiquiá Alagoas,Geological Time Interval,The NLD defines the term as a 'chronostratigraphic stage' and a 'key time interval' within the Brazilian geological time scale.,UNIDADE_CRONO,"Jiquiá Alagoas is a local chronostratigraphic stage of the Brazilian geological time scale that constitutes the basal portion of the Alagoas Supersequence of the Lower Cretaceous. It succeeds the Aratu Stage and is succeeded by the Buracica Stage. This stage represents a key time interval of the rift phase in Brazilian marginal basins, often characterized by the deposition of lacustrine facies."
Paraná Basin,Sedimentary Geological Object,"The NLD defines the term as a 'sedimentary basin' containing sedimentary rocks, which is a type of Geological Object constituted by Sedimentary Rock.",BACIA,"The Paraná Basin is a large intracratonic sedimentary basin located in central-eastern South America that contains a thick sequence of Paleozoic and Mesozoic rocks. Its geological evolution is marked by extensive Paleozoic glaciation and significant Mesozoic magmatism associated with the opening of the South Atlantic Ocean. The basin covers parts of Brazil, Paraguay, Argentina, and Uruguay, overlying the Rio de la Plata Craton."
shrubs,Sedimentary Rock,"The definition explicitly states that shrubs are a type of microbial carbonate rock, which falls under the category of Sedimentary Rock.",ROCHA,"Shrubs are a type of microbial carbonate rock that is characterized by a macroscopic, branching, bush-like morphology formed by the in-situ calcification of microbial colonies."
grainstones,Sedimentary Rock,"The NLD defines grainstone as a 'grain-supported carbonate rock', which fits the definition of a rock constituted by sedimentary grains.",ROCHA,"A grainstone is a grain-supported carbonate rock that is distinguished by the absence of carbonate mud (micrite) in the interstitial spaces, which are typically filled with sparry calcite cement. This texture is indicative of deposition in a high-energy aqueous environment capable of winnowing away fine-grained sediment."
crinkly,Sedimentary Structure,"The NLD defines the term as a 'structure' and a 'type of microbial lamination,' which describes a pattern of internal arrangement within a rock.",ESTRUTURA_FISICA,"A crinkly structure is a type of microbial lamination that is characterized by a fine, irregular, and wrinkled fabric. This texture is common in carbonate rocks of the Brazilian Pre-Salt and results from the growth and binding activity of microbial mats."
cleavage,Geological Structure,"The NLD defines cleavage as a 'secondary planar fabric' which describes the internal arrangement of a rock, aligning with the definition of a Geological Structure.",ESTRUTURA_FISICA,"Cleavage is a secondary planar fabric that is induced by tectonic stress in low-grade metamorphic rocks, imparting a fissility that allows the rock to be split into thin sheets."
Barremian,Geological Time Interval,"The NLD defines the term as a 'chronostratigraphic stage' and an 'Age' with a specific duration in millions of years, which directly corresponds to the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Barremian is a chronostratigraphic stage of the Lower Cretaceous Series that succeeds the Hauterivian Stage and precedes the Aptian Stage. It encompasses all rock strata deposited during the Barremian Age, from approximately 129.4 to 125.0 million years ago. This unit is fundamental to the stratigraphy of the South Atlantic rift system, corresponding to the deposition of major pre-salt lacustrine source rocks and carbonate reservoirs."
Santos Basin,Sedimentary Geological Object,"The NLD defines it as a 'sedimentary basin,' which is a type of geological object constituted by sedimentary rocks and sediments.",BACIA,"The Santos Basin is a large offshore sedimentary basin that is located on the southeastern Brazilian passive margin, formed during the Early Cretaceous rifting of the South Atlantic Ocean. It is globally renowned for hosting one of the world's most significant petroleum systems, the Pre-Salt, which comprises giant accumulations of light oil and gas in lacustrine carbonate reservoirs sealed by a thick Aptian salt layer. The basin is Brazil's most prolific hydrocarbon province, extending from the Cabo Frio High in the north to the Florianópolis High in the south."
Campo de Búzios,Depositional System,"The NLD describes an oil and gas field containing multiple reservoirs, which fits the definition of an object aggregate whose members are depositional units.",CAMPO,"The Búzios Field is a super-giant deepwater oil and gas field that is located in the Pre-Salt province of the Santos Basin, offshore Brazil. It is a world-class asset within the Transfer of Rights area, characterized by highly productive microbial carbonate reservoirs of the Barra Velha Formation."
gneisses,Rock,"The NLD explicitly defines the term as a 'high-grade metamorphic rock,' which directly fits the GeoCore category for a solid consolidated Earth Material.",ROCHA,"Gneisses are a high-grade metamorphic rock that is characterized by a distinct foliation known as gneissic banding. This banding is defined by the segregation of felsic minerals, such as feldspar and quartz, into light-colored layers, and mafic minerals, like biotite and hornblende, into dark-colored layers. They typically form from the metamorphism of igneous or sedimentary protoliths under conditions of intense heat and pressure."
Cenozoic,Geological Time Interval,"The NLD defines the term as a 'geochronologic era' with a specific temporal extent (66 million years ago to the present), which is an instance of a Geological Time Interval.",UNIDADE_CRONO,"The Cenozoic is a geochronologic era that represents the current and most recent division of the Phanerozoic Eon, extending from the end of the Mesozoic Era approximately 66 million years ago to the present day. It is characterized by the diversification and dominance of mammals, birds, and flowering plants following the Cretaceous-Paleogene mass extinction. The corresponding chronostratigraphic unit is the Cenozoic Erathem."
Iracema,Depositional System,"The NLD describes an oil and gas field as an 'accumulation' within a larger area, which is best classified as an aggregate of linked depositional units (reservoirs).",CAMPO,Iracema is an ultra-deepwater oil and gas field that is located in the Santos Basin and produces from carbonate reservoirs of the Brazilian Pre-Salt. The field constitutes the northwestern accumulation within the larger Mero field development area.
Bacia de Pelotas,Geological Object,"The NLD describes a large-scale sedimentary basin with a specific location, genesis, and composition, which fits the definition of a geological entity generated by geological processes.",BACIA,"A Bacia de Pelotas é uma bacia sedimentar de margem passiva que se localiza na porção meridional da margem continental brasileira, estendendo-se do Alto de Florianópolis, em Santa Catarina, até o Uruguai. Sua gênese está associada à fragmentação do supercontinente Gondwana e à abertura do Oceano Atlântico Sul no Cretáceo Inferior. A bacia é preenchida por uma espessa seção sedimentar clástica progradante, que recobre um embasamento composto por rochas vulcânicas da Província Magmática Paraná-Etendeka."
